"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-01-26,"BE READY WHEN THE LUCK HAPPENS","Ina Garten","Crown.","Nonfiction",4,5,15,"4       BE READY WHEN THE LUCK HAPPENS, by Ina Garten. (Crown.) A memoir by the                5        15 cookbook author and Food Network host known as the Barefoot Contessa."
2025-01-26,"CHER: THE MEMOIR, PART ONE","Cher","Dey Street.","Nonfiction",5,3,8,"5       CHER: THE MEMOIR, PART ONE, by Cher. (Dey Street.) In the first part of her            3        8 memoir, the multiple award-winning pop culture icon traces her childhood and forays into the world of entertainment."
2025-01-26,"FRAMED","John Grisham and Jim McCloskey","Doubleday.","Nonfiction",6,6,13,"6       FRAMED, by John Grisham and Jim McCloskey. (Doubleday.) Our criminal justice           6        13 system viewed through the struggles of 10 wrongfully convicted people to achieve exoneration."
2025-01-26,"MELANIA","Melania Trump","Skyhorse.","Nonfiction",7,8,14,"7       MELANIA, by Melania Trump. (Skyhorse.) The former and future first lady describes      8        14 her work as a fashion model, marriage to Donald Trump and time in the White House."
2025-01-26,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",8,9,84,"8       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific      9        84 research on aging and longevity."
2025-01-26,"REVENGE OF THE TIPPING POINT","Malcolm Gladwell","Little, Brown.","Nonfiction",9,4,15,"9       REVENGE OF THE TIPPING POINT, by Malcolm Gladwell. (Little, Brown.) Through            4        15 a series of stories, Gladwell explicates the causes of various kinds of epidemics."
2025-01-26,"THE DEMON OF UNREST","Erik Larson","Crown.","Nonfiction",10,10,28,"10       THE DEMON OF UNREST, by Erik Larson. (Crown.) The author of “The Splendid              10       28 and the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War."
2025-01-26,"CONFRONTING THE PRESIDENTS","Bill O'Reilly and Martin Dugard","St. Martin's.","Nonfiction",11,7,18,"11       CONFRONTING THE PRESIDENTS, by Bill O'Reilly and Martin Dugard. (St.                   7        18 Martin's.) The conservative commentator evaluates the legacies of American presidents."
2025-01-26,"ELON MUSK","Walter Isaacson","Simon & Schuster.","Nonfiction",12,NA,29,"12       ELON MUSK, by Walter Isaacson. (Simon & Schuster.) The author of “The Code             --       29 Breaker” traces Musk’s life and summarizes his work on electric vehicles, private space exploration and artificial intelligence."
2025-01-26,"WINTERING","Katherine May","Riverhead.","Nonfiction",13,NA,5,"13       WINTERING, by Katherine May. (Riverhead.) Personal reflections on the potential        --       5 benefits of embracing and living through painful times of isolation."
2025-01-26,"NEXUS","Yuval Noah Harari","Random House.","Nonfiction",14,13,12,"14       NEXUS, by Yuval Noah Harari. (Random House.) The author of “Sapiens” delves            13       12 into how societies and political systems have used information and gives a warning about artificial intelligence."
2025-01-26,"THE WORK OF ART","Adam Moss","Penguin Press.","Nonfiction",15,NA,2,"15       THE WORK OF ART, by Adam Moss. (Penguin Press.) The former editor of New               --       2 York magazine and The New York Times Magazine engages in conversations with creators working in a variety of disciplines. Hawes Publications                                                                                  www.hawes.com"
2025-02-02,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",1,1,63,"1        IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                1       63 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-02-02,"WITCHCRAFT FOR WAYWARD GIRLS","Grady Hendrix","Berkley.","Fiction",2,NA,1,"2        WITCHCRAFT FOR WAYWARD GIRLS, by Grady Hendrix. (Berkley.) In 1970, a                      --       1 pregnant teenager, who is placed under watchful eyes at a home in Florida, comes across an occult book."
2025-02-02,"JAMES","Percival Everett","Doubleday.","Fiction",3,2,29,"3        JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of                   2       29 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-02-02,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",4,3,50,"4        THE WOMEN, by Kristin Hannah. (St. Martin's.) In 1965, a nursing student follows her       3       50 brother to serve during the Vietnam War and returns to a divided America."
2025-02-02,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",5,6,27,"5        THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                   6       27 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-02-02,"BEAUTIFUL UGLY","Alice Feeney","Flatiron.","Fiction",6,NA,1,"6        BEAUTIFUL UGLY, by Alice Feeney. (Flatiron.) An author travels to a Scottish island,       --       1 where he sees a woman who bears an uncanny resemblance to his missing wife."
2025-02-02,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",7,9,80,"7        FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the             9       80 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-02-02,"THE BIG EMPTY","Robert Crais","Putnam.","Fiction",8,NA,1,"8        THE BIG EMPTY, by Robert Crais. (Putnam.) The 20th book in the Elvis Cole and Joe          --       1 Pike series. An influencer hires Cole to investigate the disappearance of her father 10 years ago."
2025-02-02,"ALL THE COLORS OF THE DARK","Chris Whitaker","Crown.","Fiction",9,11,20,"9        ALL THE COLORS OF THE DARK, by Chris Whitaker. (Crown.) Questions arise when               11      20 a boy saves the daughter of a wealthy family amid a string of disappearances in a Missouri town in 1975."
2025-02-02,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",10,8,12,"10       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her luck              8       12 forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-02-02,"NEVER SAY NEVER","Danielle Steel","Delacorte.","Fiction",11,5,2,"11       NEVER SAY NEVER, by Danielle Steel. (Delacorte.) A woman reeling from her                  5        2 husband’s infidelity and the loss of her job meets a well-known actor in the French countryside."
2025-02-02,"HOLMES IS MISSING","James Patterson and Brian Sitts","Little, Brown.","Fiction",12,7,2,"12       HOLMES IS MISSING, by James Patterson and Brian Sitts. (Little, Brown.) The                7        2 second book in the Holmes, Margaret & Poe series. A series of child abductions perplexes the private investigators."
2025-02-02,"PRESUMED GUILTY","Scott Turow","Grand Central.","Fiction",13,NA,1,"13       PRESUMED GUILTY, by Scott Turow. (Grand Central.) The third book in the                    --       1 Presumed Innocent series. A retired judge is asked to come to the defense of his fiancée’s son, who is accused of first-degree murder."
2025-02-02,"INTERMEZZO","Sally Rooney","Farrar, Straus and Giroux.","Fiction",14,10,15,"14       INTERMEZZO, by Sally Rooney. (Farrar, Straus and Giroux.) After the passing of their       10      15 father, seemingly different brothers engage in relationships and seek ways to cope."
2025-02-02,"REMARKABLY BRIGHT CREATURES","Shelby Van Pelt","Ecco.","Fiction",15,14,60,"15       REMARKABLY BRIGHT CREATURES, by Shelby Van Pelt. (Ecco.) A widow working                   14      60 the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there. Hawes Publications                                                                                    www.hawes.com"
2025-02-02,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",1,2,43,"1       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author              2            43 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-02-02,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",2,1,2,"2       THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an                  1            2 account of abuse within her family, who gained a following with their YouTube channel “8 Passengers.”"
2025-02-02,"THE JFK CONSPIRACY","Brad Meltzer and Josh Mensch","Flatiron.","Nonfiction",3,NA,1,"3       THE JFK CONSPIRACY, by Brad Meltzer and Josh Mensch. (Flatiron.) The                 --           1 authors of “The Nazi Conspiracy” and “The Lincoln Conspiracy” tell the story of a retired postal worker who might have changed the course of history."
2025-02-02,"BROOKE SHIELDS IS NOT ALLOWED TO GET OLD","Brooke Shields with Rachel Bertsche","Flatiron.","Nonfiction",4,NA,1,"4       BROOKE SHIELDS IS NOT ALLOWED TO GET OLD, by Brooke Shields with                     --           1 Rachel Bertsche. (Flatiron.) The actress shares moments from her life and looks at myths regarding aging."
2025-02-02,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",5,3,9,"5       THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of                  3            9 “Braiding Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-02-02,"HOPE","Pope Francis with Carlo Musso","Random House.","Nonfiction",6,NA,1,"6       HOPE, by Pope Francis with Carlo Musso. (Random House.) Pope Francis                 --           1 recounts details of his life from his childhood through to key moments of his papacy; translated by Richard Dixon."
2025-02-02,"ALL THE PRESIDENT'S MONEY","James Comer","Broadside.","Nonfiction",7,NA,1,"7       ALL THE PRESIDENT'S MONEY, by James Comer. (Broadside.) The Republican               --           1 congressman from Kentucky gives his analysis of the Biden family’s finances."
2025-02-02,"MELANIA","Melania Trump","Skyhorse.","Nonfiction",8,7,15,"8       MELANIA, by Melania Trump. (Skyhorse.) The first lady describes her work as a        7            15 fashion model, marriage to Donald Trump and time in the White House."
2025-02-02,"BE READY WHEN THE LUCK HAPPENS","Ina Garten","Crown.","Nonfiction",9,4,16,"9       BE READY WHEN THE LUCK HAPPENS, by Ina Garten. (Crown.) A memoir by                  4            16 the cookbook author and Food Network host known as the Barefoot Contessa."
2025-02-02,"CHER: THE MEMOIR, PART ONE","Cher","Dey Street.","Nonfiction",10,5,9,"10       CHER: THE MEMOIR, PART ONE, by Cher. (Dey Street.) In the first part of her          5            9 memoir, the multiple award-winning pop culture icon traces her childhood and forays into the world of entertainment."
2025-02-02,"FRAMED","John Grisham and Jim McCloskey","Doubleday.","Nonfiction",11,6,14,"11       FRAMED, by John Grisham and Jim McCloskey. (Doubleday.) Our criminal justice         6            14 system viewed through the struggles of 10 wrongfully convicted people to achieve exoneration."
2025-02-02,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",12,8,85,"12       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific    8            85 research on aging and longevity."
2025-02-02,"REVENGE OF THE TIPPING POINT","Malcolm Gladwell","Little, Brown.","Nonfiction",13,9,16,"13       REVENGE OF THE TIPPING POINT, by Malcolm Gladwell. (Little, Brown.)                  9            16 Through a series of stories, Gladwell explicates the causes of various kinds of epidemics."
2025-02-02,"CONFRONTING THE PRESIDENTS","Bill O'Reilly and Martin Dugard","St. Martin's.","Nonfiction",14,11,19,"14       CONFRONTING THE PRESIDENTS, by Bill O'Reilly and Martin Dugard. (St.                 11           19 Martin's.) The conservative commentator evaluates the legacies of American presidents."
2025-02-02,"THE DEMON OF UNREST","Erik Larson","Crown.","Nonfiction",15,10,29,"15       THE DEMON OF UNREST, by Erik Larson. (Crown.) The author of “The Splendid            10           29 and the Vile” portrays the months between the election of Abraham Lincoln and the beginning of the Civil War. Hawes Publications                                                                                    www.hawes.com"
