"date","book_title","author","publisher","category","this_week_position","last_week_position","total_weeks","full_text"
2025-03-30,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",8,11,58,"8      THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to serve           11      58 during the Vietnam War and returns to a divided America."
2025-03-30,"THE GATE OF THE FERAL GODS","Matt Dinniman","Ace.","Fiction",9,NA,1,"9      THE GATE OF THE FERAL GODS, by Matt Dinniman. (Ace.) The fourth book in the                  --       1 Dungeon Crawler Carl series. Obstacles abound on the fifth floor of the dungeon."
2025-03-30,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",10,13,35,"10      THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                     13      35 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-03-30,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",11,15,20,"11      THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her luck                15      20 forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-03-30,"BATTLE MOUNTAIN","CJ Box","Putnam.","Fiction",12,8,3,"12      BATTLE MOUNTAIN, by C.J. Box. (Putnam.) The 25th book in the Joe Pickett series.             8        3 Nate seeks vengeance while off the grid and Joe looks for the governor’s missing son- in-law."
2025-03-30,"THE NIGHTINGALE","Kristin Hannah","St. Martin’s.","Fiction",13,12,86,"13      THE NIGHTINGALE, by Kristin Hannah. (St. Martin’s.) Two sisters in World War II              12      86 France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
2025-03-30,"BLOOD MOON","Sandra Brown","Grand Central.","Fiction",14,5,2,"14      BLOOD MOON, by Sandra Brown. (Grand Central.) The producer of a true crime TV                5        2 series enlists the help of a detective to look into the disappearances of several teenage girls."
2025-03-30,"WILD DARK SHORE","Charlotte McConaghy","Flatiron.","Fiction",15,14,2,"15      WILD DARK SHORE, by Charlotte McConaghy. (Flatiron.) A woman washes ashore on                14       2 a tiny island near Antarctica, where the only inhabitants are a man and his three children. Hawes Publications                                                                                    www.hawes.com"
2025-03-30,"CARELESS PEOPLE","Sarah Wynn-Williams","Flatiron.","Nonfiction",1,NA,1,"1       CARELESS PEOPLE, by Sarah Wynn-Williams. (Flatiron.) A former Facebook                  --           1 executive gives an account of policies and leadership at the social media platform."
2025-03-30,"THE TELL","Amy Griffin","Dial.","Nonfiction",2,NA,1,"2       THE TELL, by Amy Griffin. (Dial.) The founder of the investment firm G9 Ventures        --           1 recounts her efforts to recover from trauma she experienced during childhood."
2025-03-30,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",3,3,51,"3       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                 3            51 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-03-30,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",4,1,9,"4       THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an                     1            9 account of abuse within her family, who gained a following with their YouTube channel “8 Passengers.”"
2025-03-30,"WAITING ON THE MOON","Peter Wolf","Little, Brown.","Nonfiction",5,NA,1,"5       WAITING ON THE MOON, by Peter Wolf. (Little, Brown.) The musician, known for            --           1 fronting the J. Geils Band, shares remembrances of artistic trailblazers he met during his more-than-six-decade career."
2025-03-30,"PAPER DOLL","Dylan Mulvaney","Abrams.","Nonfiction",6,NA,1,"6       PAPER DOLL, by Dylan Mulvaney. (Abrams.) The actress and content creator                --           1 details her life pre- and post-transition and right-wing backlash she received online."
2025-03-30,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",7,8,93,"7       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific       8            93 research on aging and longevity."
2025-03-30,"CARE AND FEEDING","Laurie Woolever","Ecco.","Nonfiction",8,NA,1,"8       CARE AND FEEDING, by Laurie Woolever. (Ecco.) The author of “Bourdain”                  --           1 reconsiders her life and work in the context of reckonings within the food industry."
2025-03-30,"THE TEARS OF THINGS","Richard Rohr","Convergent.","Nonfiction",9,2,2,"9       THE TEARS OF THINGS, by Richard Rohr. (Convergent.) The author of “The                  2            2 Universal Christ” explicates the writings of Jewish prophets and reflects upon modern life."
2025-03-30,"I'LL HAVE WHAT SHE'S HAVING","Chelsea Handler","Dial.","Nonfiction",10,4,3,"10       I'LL HAVE WHAT SHE'S HAVING, by Chelsea Handler. (Dial.) In a collection of             4            3 essays, the comedian shares some public and private moments from her life."
2025-03-30,"MURDER THE TRUTH","David Enrich","Mariner.","Nonfiction",11,NA,1,"11       MURDER THE TRUTH, by David Enrich. (Mariner.) The New York Times                        --           1 business investigations editor examines a campaign to protect the powerful and quash dissent."
2025-03-30,"THE TECHNOLOGICAL REPUBLIC","Alexander C Karp and Nicholas W Zamiska","Crown Currency.","Nonfiction",12,6,4,"12       THE TECHNOLOGICAL REPUBLIC, by Alexander C. Karp and Nicholas W.                        6            4 Zamiska. (Crown Currency.) Two senior leaders at Palantir Technologies enumerate what they see as potential global threats to the United States."
2025-03-30,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",13,9,17,"13       THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of                     9            17 “Braiding Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-03-30,"VOICE FOR THE VOICELESS","the Dalai Lama","Morrow.","Nonfiction",14,NA,1,"14       VOICE FOR THE VOICELESS, by the Dalai Lama. (Morrow.) The Dalai Lama                    --           1 traces his life’s journey and work to save Tibet."
2025-03-30,"THE LAST MANAGER","John W Miller","Avid Reader.","Nonfiction",15,7,2,"15       THE LAST MANAGER, by John W. Miller. (Avid Reader.) A biography of Earl                 7            2 Weaver, the Baltimore Orioles manager from 1968 to 1982. Hawes Publications                                                                                       www.hawes.com"
2025-04-06,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",1,1,9,"1      ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                   1        9 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-04-06,"THE WRITER","James Patterson and JD Barker","Little, Brown.","Fiction",2,NA,1,"2      THE WRITER, by James Patterson and J.D. Barker. (Little, Brown.) An N.Y.P.D.                 --       1 detective is called to a crime scene in an apartment where the shelves are full of books by a true-crime writer."
2025-04-06,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",3,2,72,"3      IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                  2       72 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-04-06,"THE BUFFALO HUNTER HUNTER","Stephen Graham Jones","Saga.","Fiction",4,NA,1,"4      THE BUFFALO HUNTER HUNTER, by Stephen Graham Jones. (Saga.) A Lutheran                       --       1 pastor’s diary from 1912, which details a massacre in which 217 Blackfeet died in the snow, is found a century later."
2025-04-06,"JAMES","Percival Everett","Doubleday.","Fiction",5,5,38,"5      JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of Huckleberry         5       38 Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-04-06,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",6,3,3,"6      BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront her             3        3 past when the man she once loved as a teenager returns to the village with his son."
2025-04-06,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",7,8,59,"7      THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to serve           8       59 during the Vietnam War and returns to a divided America."
2025-04-06,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",8,11,21,"8      THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her luck                11      21 forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-04-06,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",9,6,89,"9      FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the               6       89 commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-04-06,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",10,10,36,"10      THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                     10      36 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-04-06,"THE NIGHTINGALE","Kristin Hannah","St. Martin’s.","Fiction",11,13,87,"11      THE NIGHTINGALE, by Kristin Hannah. (St. Martin’s.) Two sisters in World War II              13      87 France: one struggling to survive in the countryside, the other joining the Resistance in Paris."
2025-04-06,"THE STORY SHE LEFT BEHIND","Patti Callahan Henry","Atria.","Fiction",12,NA,1,"12      THE STORY SHE LEFT BEHIND, by Patti Callahan Henry. (Atria.) In 1952, the                    --       1 daughter of a renowned author who disappeared years ago goes in search of clues to better understand her mother’s life and work."
2025-04-06,"BATTLE MOUNTAIN","CJ Box","Putnam.","Fiction",13,12,4,"13      BATTLE MOUNTAIN, by C.J. Box. (Putnam.) The 25th book in the Joe Pickett series.             12       4 Nate seeks vengeance while off the grid and Joe looks for the governor’s missing son- in-law."
2025-04-06,"DREAM COUNT","Chimamanda Ngozi Adichie","Knopf.","Fiction",14,7,3,"14      DREAM COUNT, by Chimamanda Ngozi Adichie. (Knopf.) A Nigerian travel writer living           7        3 in America and several women connected to her face turning points in their lives."
2025-04-06,"WILD DARK SHORE","Charlotte McConaghy","Flatiron.","Fiction",15,15,3,"15      WILD DARK SHORE, by Charlotte McConaghy. (Flatiron.) A woman washes ashore on                15       3 a tiny island near Antarctica, where the only inhabitants are a man and his three children. Hawes Publications                                                                                    www.hawes.com"
2025-04-06,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",1,NA,1,"1       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author of “The                 --        1 Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-04-06,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",2,NA,1,"2       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York Times                  --        1 opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-04-06,"CARELESS PEOPLE","Sarah Wynn-Williams","Flatiron.","Nonfiction",3,1,2,"3       CARELESS PEOPLE, by Sarah Wynn-Williams. (Flatiron.) A former Facebook executive              1         2 gives an account of policies and leadership at the social media platform."
2025-04-06,"RESOLUTE","Benjamin Hall","Harper Influence.","Nonfiction",4,NA,1,"4       RESOLUTE, by Benjamin Hall. (Harper Influence.) The author of “Saved” recounts his            --        1 journey to recovery from the injuries he sustained from a Russian missile attack in Ukraine."
2025-04-06,"THE TELL","Amy Griffin","Dial.","Nonfiction",5,2,2,"5       THE TELL, by Amy Griffin. (Dial.) The founder of the investment firm G9 Ventures              2         2 recounts her efforts to recover from trauma she experienced during childhood."
2025-04-06,"WHO IS GOVERNMENT?","Michael Lewis","Riverhead.","Nonfiction",6,NA,1,"6       WHO IS GOVERNMENT?, edited by Michael Lewis. (Riverhead.) Essays by Casey Cep,                --        1 Dave Eggers, John Lanchester, Geraldine Brooks, Sarah Vowell, W. Kamau Bell and Michael Lewis illuminate the work of federal employees and the business of government."
2025-04-06,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",7,3,52,"7       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author of “The               3        52 Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-04-06,"HEARTBREAKER","Mike Campbell with Ari Surdoval","Grand Central.","Nonfiction",8,NA,1,"8       HEARTBREAKER, by Mike Campbell with Ari Surdoval. (Grand Central.) A memoir by                --        1 the musician known for his work as the lead guitarist for Tom Petty and the Heartbreakers."
2025-04-06,"ANTISEMITISM IN AMERICA","Chuck Schumer","Grand Central.","Nonfiction",9,NA,1,"9       ANTISEMITISM IN AMERICA, by Chuck Schumer. (Grand Central.) The Democratic                    --        1 senator from New York examines various forces that have created a rise of antisemitism in modern times."
2025-04-06,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",10,4,10,"10      THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an account of                4        10 abuse within her family, who gained a following with their YouTube channel “8 Passengers.”"
2025-04-06,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",11,7,94,"11      OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific research    7        94 on aging and longevity."
2025-04-06,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",12,13,18,"12      THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of “Braiding                 13       18 Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-04-06,"THE TEARS OF THINGS","Richard Rohr","Convergent.","Nonfiction",13,9,3,"13      THE TEARS OF THINGS, by Richard Rohr. (Convergent.) The author of “The Universal              9         3 Christ” explicates the writings of Jewish prophets and reflects upon modern life."
2025-04-06,"BECOMING THE PASTOR'S WIFE","Beth Allison Barr","Brazos.","Nonfiction",14,NA,1,"14      BECOMING THE PASTOR'S WIFE, by Beth Allison Barr. (Brazos.) The Baylor                        --        1 University history professor looks at patterns in Christian women's leadership."
2025-04-06,"THE TECHNOLOGICAL REPUBLIC","Alexander C Karp and Nicholas W Zamiska","Crown Currency.","Nonfiction",15,12,5,"15      THE TECHNOLOGICAL REPUBLIC, by Alexander C. Karp and Nicholas W. Zamiska.                     12        5 (Crown Currency.) Two senior leaders at Palantir Technologies enumerate what they see as potential global threats to the United States. Hawes Publications                                                                                    www.hawes.com"
2025-04-13,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",1,1,10,"1       ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean            1            10 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-04-13,"SUMMER IN THE CITY","Alex Aster","Morrow.","Fiction",2,NA,1,"2       SUMMER IN THE CITY, by Alex Aster. (Morrow.) A screenwriter seeking                   --           1 inspiration coincidentally moves next door to the billionaire with whom she hooked up a couple years ago."
2025-04-13,"NOBODY'S FOOL","Harlan Coben","Grand Central.","Fiction",3,NA,1,"3       NOBODY'S FOOL, by Harlan Coben. (Grand Central.) The private investigator             --           1 Sami Kierce tracks down clues to solve a mystery from his past."
2025-04-13,"ELPHIE","Gregory Maguire","Morrow.","Fiction",4,NA,1,"4       ELPHIE, by Gregory Maguire. (Morrow.) Elphaba’s childhood lays the groundwork         --           1 for the character she will become in “Wicked.”"
2025-04-13,"LETHAL PREY","John Sandford","Putnam.","Fiction",5,NA,1,"5       LETHAL PREY, by John Sandford. (Putnam.) The 35th book in the Prey series.            --           1 True-crime bloggers complicate Lucas Davenport and Virgil Flowers’s search for a killer."
2025-04-13,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",6,6,4,"6       BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must                   6            4 confront her past when the man she once loved as a teenager returns to the village with his son."
2025-04-13,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",7,3,73,"7       IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the                    3            73 Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-04-13,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",8,9,90,"8       FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by            9            90 the commanding general, who also is her mother, to become a candidate for the elite dragon riders."
2025-04-13,"SLAYING THE VAMPIRE CONQUEROR","Carissa Broadbent","Bramble.","Fiction",9,NA,1,"9       SLAYING THE VAMPIRE CONQUEROR, by Carissa Broadbent. (Bramble.) A                     --           1 standalone novel set in the world of the Crowns of Nyaxia series. Sylina faces difficult choices when she takes on a mission to destroy a vampire conqueror."
2025-04-13,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",10,8,22,"10       THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her              8            22 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-04-13,"THE WRITER","James Patterson and JD Barker","Little, Brown.","Fiction",11,2,2,"11       THE WRITER, by James Patterson and J.D. Barker. (Little, Brown.) An N.Y.P.D.          2            2 detective is called to a crime scene in an apartment where the shelves are full of books by a true-crime writer."
2025-04-13,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",12,7,60,"12       THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to          7            60 serve during the Vietnam War and returns to a divided America."
2025-04-13,"JAMES","Percival Everett","Doubleday.","Fiction",13,5,39,"13       JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of              5            39 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-04-13,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",14,10,37,"14       THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl              10           37 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-04-13,"HARRIET TUBMAN: LIVE IN CONCERT","Bob the Drag Queen","Gallery.","Fiction",15,NA,1,"15       HARRIET TUBMAN: LIVE IN CONCERT, by Bob the Drag Queen. (Gallery.)                    --           1 Harriet Tubman enlists help from a producer, who was outed on a talk show, to make a hip-hop album and live show to tell the story of her life. Hawes Publications                                                                                     www.hawes.com"
2025-04-13,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",1,1,2,"1       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author                  1            2 of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-04-13,"CARELESS PEOPLE","Sarah Wynn-Williams","Flatiron.","Nonfiction",2,3,3,"2       CARELESS PEOPLE, by Sarah Wynn-Williams. (Flatiron.) A former Facebook                 3            3 executive gives an account of policies and leadership at the social media platform."
2025-04-13,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",3,2,2,"3       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                 2            2 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-04-13,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",4,7,53,"4       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                7            53 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-04-13,"WHEN THE GOING WAS GOOD","Graydon Carter with James Fox","Penguin Press.","Nonfiction",5,NA,1,"5       WHEN THE GOING WAS GOOD, by Graydon Carter with James Fox. (Penguin                    --           1 Press.) The co-creator of Spy and former editor of Vanity Fair retraces his storied career."
2025-04-13,"THE ECHO MACHINE","David Pakman","Beacon.","Nonfiction",6,NA,1,"6       THE ECHO MACHINE, by David Pakman. (Beacon.) The podcast host assesses                 --           1 a cycle of reactionary political ideology in an era of polarization."
2025-04-13,"THE TELL","Amy Griffin","Dial.","Nonfiction",7,5,3,"7       THE TELL, by Amy Griffin. (Dial.) The founder of the investment firm G9 Ventures       5            3 recounts her efforts to recover from trauma she experienced during childhood."
2025-04-13,"WHO IS GOVERNMENT?","Michael Lewis","Riverhead.","Nonfiction",8,6,2,"8       WHO IS GOVERNMENT?, edited by Michael Lewis. (Riverhead.) Essays by                    6            2 Casey Cep, Dave Eggers, John Lanchester, Geraldine Brooks, Sarah Vowell, W. Kamau Bell and Michael Lewis illuminate the work of federal employees and the business of government."
2025-04-13,"MAD HOUSE","Annie Karni and Luke Broadwater","Random House.","Nonfiction",9,NA,1,"9       MAD HOUSE, by Annie Karni and Luke Broadwater. (Random House.) Two                     --           1 correspondents for The New York Times depict the decay and dysfunction of the American Congress."
2025-04-13,"OUTLIVE","Peter Attia with Bill Gifford","Harmony.","Nonfiction",10,11,95,"10       OUTLIVE, by Peter Attia with Bill Gifford. (Harmony.) A look at recent scientific      11           95 research on aging and longevity."
2025-04-13,"THE HOUSE OF MY MOTHER","Shari Franke","Gallery.","Nonfiction",11,10,11,"11       THE HOUSE OF MY MOTHER, by Shari Franke. (Gallery.) Franke gives an                    10           11 account of abuse within her family, who gained a following with their YouTube channel “8 Passengers.”"
2025-04-13,"RESOLUTE","Benjamin Hall","Harper Influence.","Nonfiction",12,4,2,"12       RESOLUTE, by Benjamin Hall. (Harper Influence.) The author of “Saved” recounts         4            2 his journey to recovery from the injuries he sustained from a Russian missile attack in Ukraine."
2025-04-13,"BAD LAW","Elie Mystal","New Press.","Nonfiction",13,NA,1,"13       BAD LAW, by Elie Mystal. (New Press.) The author of “Allow Me to Retort”               --           1 examines 10 laws that he argues are negatively impacting America."
2025-04-13,"THE SERVICEBERRY","Robin Wall Kimmerer","Scribner.","Nonfiction",14,12,19,"14       THE SERVICEBERRY, by Robin Wall Kimmerer. (Scribner.) The author of                    12           19 “Braiding Sweetgrass” illuminates how the gift economy in the natural world works and draws lessons for our economy; with illustrations by John Burgoyne."
2025-04-13,"THE TEARS OF THINGS","Richard Rohr","Convergent.","Nonfiction",15,13,4,"15       THE TEARS OF THINGS, by Richard Rohr. (Convergent.) The author of “The                 13           4 Universal Christ” explicates the writings of Jewish prophets and reflects upon modern life. Hawes Publications                                                                                      www.hawes.com"
2025-04-20,"SAY YOU'LL REMEMBER ME","Abby Jimenez","Forever.","Fiction",1,NA,1,"1      SAY YOU'LL REMEMBER ME, by Abby Jimenez. (Forever.) Despite having a great                 --       1 date, Samantha asks a veterinarian to forget about her because her family is in crisis."
2025-04-20,"ONYX STORM","Rebecca Yarros","Red Tower.","Fiction",2,1,11,"2      ONYX STORM, by Rebecca Yarros. (Red Tower.) The third book in the Empyrean                 1        11 series. As enemies gain traction, Violet Sorrengail goes beyond the Aretian wards in search of allies."
2025-04-20,"SUMMER IN THE CITY","Alex Aster","Morrow.","Fiction",3,2,2,"3      SUMMER IN THE CITY, by Alex Aster. (Morrow.) A screenwriter seeking inspiration            2        2 coincidentally moves next door to the billionaire with whom she hooked up a couple years ago."
2025-04-20,"BROKEN COUNTRY","Clare Leslie Hall","Simon & Schuster.","Fiction",4,6,5,"4      BROKEN COUNTRY, by Clare Leslie Hall. (Simon & Schuster.) Beth must confront               6        5 her past when the man she once loved as a teenager returns to the village with his son."
2025-04-20,"THE SIRENS","Emilia Hart","St. Martin's.","Fiction",5,NA,1,"5      THE SIRENS, by Emilia Hart. (St. Martin's.) In 1800, two sisters head to Australia on      --       1 a convict ship and notice changes in their bodies. In 2019, stories of men missing at sea and other odd occurrences emerge."
2025-04-20,"IRON FLAME","Rebecca Yarros","Red Tower.","Fiction",6,7,74,"6      IRON FLAME, by Rebecca Yarros. (Red Tower.) The second book in the Empyrean                7        74 series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves."
2025-04-20,"THE WEDDING PEOPLE","Alison Espach","Holt.","Fiction",7,10,23,"7      THE WEDDING PEOPLE, by Alison Espach. (Holt.) A woman who is down on her                   10       23 luck forms an unexpected bond with the bride at a wedding in Rhode Island."
2025-04-20,"THE WOMEN","Kristin Hannah","St. Martin's.","Fiction",8,12,61,"8      THE WOMEN, by Kristin Hannah. (St. Martin's.) A nurse follows her brother to serve         12       61 during the Vietnam War and returns to a divided America."
2025-04-20,"JAMES","Percival Everett","Doubleday.","Fiction",9,13,40,"9      JAMES, by Percival Everett. (Doubleday.) A reimagining of “Adventures of                   13       40 Huckleberry Finn” shines a different light on Mark Twain's classic, revealing new facets of the character of Jim."
2025-04-20,"NOBODY'S FOOL","Harlan Coben","Grand Central.","Fiction",10,3,2,"10      NOBODY'S FOOL, by Harlan Coben. (Grand Central.) The private investigator Sami             3        2 Kierce tracks down clues to solve a mystery from his past."
2025-04-20,"LETHAL PREY","John Sandford","Putnam.","Fiction",11,5,2,"11      LETHAL PREY, by John Sandford. (Putnam.) The 35th book in the Prey series. True-           5        2 crime bloggers complicate Lucas Davenport and Virgil Flowers’s search for a killer."
2025-04-20,"THE GOD OF THE WOODS","Liz Moore","Riverhead.","Fiction",12,14,38,"12      THE GOD OF THE WOODS, by Liz Moore. (Riverhead.) When a 13-year-old girl                   14       38 disappears from an Adirondack summer camp in 1975, secrets kept by the Van Laar family emerge."
2025-04-20,"THE WRITER","James Patterson and JD Barker","Little, Brown.","Fiction",13,11,3,"13      THE WRITER, by James Patterson and J.D. Barker. (Little, Brown.) An N.Y.P.D.               11       3 detective is called to a crime scene in an apartment where the shelves are full of books by a true-crime writer."
2025-04-20,"WILDFIRE","Hannah Grace","Atria.","Fiction",14,NA,1,"14      WILDFIRE, by Hannah Grace. (Atria.) The second book in the Maple Hills series. Two         --       1 summer camp counselors who previously had a one-night stand may run afoul of the camp’s rules."
2025-04-20,"FOURTH WING","Rebecca Yarros","Red Tower.","Fiction",15,8,91,"15      FOURTH WING, by Rebecca Yarros. (Red Tower.) Violet Sorrengail is urged by the             8        91 commanding general, who also is her mother, to become a candidate for the elite dragon riders. Hawes Publications                                                                                    www.hawes.com"
2025-04-20,"I AM MARIA","Maria Shriver","The Open Field.","Nonfiction",1,NA,1,"1       I AM MARIA, by Maria Shriver. (The Open Field.) The Peabody and Emmy Award-            --           1 winning journalist and producer weaves together life reflections with poems."
2025-04-20,"FIGHT","Jonathan Allen and Amie Parnes","Morrow.","Nonfiction",2,NA,1,"2       FIGHT, by Jonathan Allen and Amie Parnes. (Morrow.) The authors of “Shattered”         --           1 give an account of the 2024 presidential campaigns."
2025-04-20,"ABUNDANCE","Ezra Klein and Derek Thompson","Avid Reader.","Nonfiction",3,3,3,"3       ABUNDANCE, by Ezra Klein and Derek Thompson. (Avid Reader.) A New York                 3            3 Times opinion columnist and a staff writer at The Atlantic evaluate obstacles to American progress."
2025-04-20,"THE ANXIOUS GENERATION","Jonathan Haidt","Penguin Press.","Nonfiction",4,4,54,"4       THE ANXIOUS GENERATION, by Jonathan Haidt. (Penguin Press.) A co-author                4            54 of “The Coddling of the American Mind” looks at the mental health impacts that a phone-based life has on children."
2025-04-20,"EVERYTHING IS TUBERCULOSIS","John Green","Crash Course.","Nonfiction",5,1,5,"5       EVERYTHING IS TUBERCULOSIS, by John Green. (Crash Course.) The author                  1            5 of “The Anthropocene Reviewed” chronicles the fight against the deadly infectious disease tuberculosis."
2025-04-20,"CARELESS PEOPLE","Sarah Wynn-Williams","Flatiron.","Nonfiction",6,2,4,"6       CARELESS PEOPLE, by Sarah Wynn-Williams. (Flatiron.) A former Facebook                 2            4 executive gives an account of policies and leadership at the social media platform."
2025-04-20,"AUTISM OUT LOUD","Kate Swenson, Carrie Cariello and Adrian Wood","Park Row.","Nonfiction",7,NA,1,"7       AUTISM OUT LOUD, by Kate Swenson, Carrie Cariello and Adrian Wood. (Park               --           1 Row.) Three women from different backgrounds share their stories of raising a child with autism."
2025-04-20,"THE TELL","Amy Griffin","Dial.","Nonfiction",8,7,4,"8       THE TELL, by Amy Griffin. (Dial.) The founder of the investment firm G9 Ventures       7            4 recounts her efforts to recover from trauma she experienced during childhood."
2025-04-20,"BOAT BABY","Vicky Nguyen","Simon & Schuster.","Nonfiction",9,NA,1,"9       BOAT BABY, by Vicky Nguyen. (Simon & Schuster.) The NBC News anchor and                --           1 correspondent describes cultural gaps her family encountered after they fled Vietnam."
